Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age
39,"A Bouziane, D Bouchiha, N Doumi, M Malki","Question answering systems: survey and trends",2015,"Procedia Computer Science","Elsevier","https://www.sciencedirect.com/science/article/pii/S1877050915034663","https://scholar.google.com/scholar?cites=1185267205887393499&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,39,9.75,10,4,4
63,"O Paltiel, G Fedorova, G Tadmor, ...","Human exposure to wastewater-derived pharmaceuticals in fresh produce: a randomized controlled trial focusing on carbamazepine",2016,"â€¦Â science & technology","ACS Publications","https://pubs.acs.org/doi/abs/10.1021/acs.est.5b06256","https://scholar.google.com/scholar?cites=13100552677061218551&as_sdt=2005&sciodt=0,5&hl=en",39,"2019-07-21 18:19:59","","","","",,,,,63,21.00,16,4,3
18,"S Speiser, A Harth","Towards linked data services",2010,"Proceedings of the 2010 InternationalÂ â€¦","pdfs.semanticscholar.org","https://pdfs.semanticscholar.org/9c5c/971f38ac7a3fe9ba7175da6d9838480fd543.pdf#page=167","https://scholar.google.com/scholar?cites=17623263245474901839&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","PDF","","","",,,,,18,2.00,9,2,9
9,"JS Mertoguno","Distributed knowledge-base: adaptive multi-agents approach",1998,"International Journal on Artificial Intelligence Tools","World Scientific","https://www.worldscientific.com/doi/abs/10.1142/S0218213098000056","https://scholar.google.com/scholar?cites=10398608076119866753&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,9,0.43,9,1,21
159,"M Courtot, F Gibson, AL Lister, J Malone, ...","MIREOT: The minimum information to reference an external ontology term",2011,"AppliedÂ â€¦","content.iospress.com","https://content.iospress.com/articles/applied-ontology/ao087","https://scholar.google.com/scholar?cites=8474581861076492432&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,159,19.88,32,5,8
142,"PA Margolis, CM Lannon, JM Stuart, BJ Fried, ...","Practice based education to improve delivery systems for prevention in primary care: randomised trial",2004,"bmj","bmj.com","https://www.bmj.com/content/328/7436/388.short?casa_token=_5gGToW4oYMAAAAA:erhOHe_qJ8Nn4QkfCDrLMTwAXjxyYUi2jgvucGW4jj4Yoq1eRfhAkbBItRyaeGJjXZz-e_DSTEZrRQ","https://scholar.google.com/scholar?cites=15605479231517792046&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,142,9.47,28,5,15
3,"A Polleres, J Reutter, E Kostylev","Nested constructs vs. sub-selects in SPARQL",2016,"","ora.ox.ac.uk","https://ora.ox.ac.uk/objects/uuid:8b6f21d0-70c6-41fc-a6c5-fb77ac157529/download_file?file_format=pdf&safe_filename=AMW2016_final.pdf&type_of_work=Conference+item","https://scholar.google.com/scholar?cites=13425049584484906502&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","PDF","","","",,,,,3,1.00,1,3,3
0,"L Nai","Enabling Efficient Graph Computing with Near-data Processing Techniques",2017,"","smartech.gatech.edu","https://smartech.gatech.edu/handle/1853/59789","",40,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,1,2
2,"P Lin, Q Song, J Shen, Y Wu","Discovering graph patterns for fact checking in knowledge graphs",2018,"International Conference on DatabaseÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-91452-7_50","https://scholar.google.com/scholar?cites=6337841444979955004&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,2,2.00,1,4,1
20,"A Rinaldi","Spinning the web of open science: Social networks for scientists and data sharing, together with open access, promise to change the way research is conducted andÂ â€¦",2014,"EMBO reports","embor.embopress.org","http://embor.embopress.org/content/15/4/342.abstract?casa_token=UdPFYQJzE44AAAAA:UcP6aXgqeRGSlQ6ufvrkUcMMt3DhAzOtwWpnY3dco9mzrSPc1je-rdi5X9HAOCvQR44OvU6z0yIv22nRSe5heBv5","https://scholar.google.com/scholar?cites=7448017195016921839&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,20,4.00,20,1,5
148,"S Gurajada, S Seufert, I Miliaraki, ...","TriAD: a distributed shared-nothing RDF engine based on asynchronous message passing",2014,"Proceedings of the 2014Â â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2610511","https://scholar.google.com/scholar?cites=3994318389002927794&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,148,29.60,37,4,5
134,"Y Luo, J Melillo, S Niu, C Beier, JS Clark, ...","Coordinated approaches to quantify longâ€term ecosystem dynamics in response to global change",2011,"Global ChangeÂ â€¦","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1365-2486.2010.02265.x","https://scholar.google.com/scholar?cites=13007904000937402546&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,134,16.75,22,6,8
9,"T Dalamagas, N Bikakis, G Papastefanatos, ...","Publishing life science data as linked open data: the case study of miRBase",2012,"Proceedings of the FirstÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2422615","https://scholar.google.com/scholar?cites=8104895285925390432&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,9,1.29,2,4,7
2,"G Blin, O CurÃ©, DC Faye","A survey of RDF storage approaches",2016,"Revue Africaine de la RechercheÂ â€¦","arima.episciences.org","https://arima.episciences.org/1956","https://scholar.google.com/scholar?cites=17137027841827156045&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,2,0.67,1,3,3
15,"LR Varela, JN AparÃ­cio, SC Silva","An XML knowledge base system for scheduling problems",2002,"International Workshop on InnovativeÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/3-540-48080-3_6","https://scholar.google.com/scholar?cites=11787426446229408599&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,15,0.88,5,3,17
8,"S Gillani, M Naeem, R Habibullah, ...","Semantic schema matching using DBpedia",2013,"International Journal ofÂ â€¦","Citeseer","http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.1023.7584&rep=rep1&type=pdf","https://scholar.google.com/scholar?cites=1656913071656632377&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","PDF","","","",,,,,8,1.33,2,4,6
6,"A Bardi, P Manghi, F Zoppi","Coping with interoperability and sustainability in cultural heritage aggregative data infrastructures.",2014,"IJMSO","researchgate.net","https://www.researchgate.net/profile/Franco_Zoppi/publication/260797371_Coping_with_interoperability_and_sustainability_in_cultural_heritage_aggregative_data_infrastructures/links/543f90810cf21c84f23cf372.pdf","https://scholar.google.com/scholar?cites=7681421516314454460&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","PDF","","","",,,,,6,1.20,2,3,5
118,"J Umbrich, S Decker, M Hausenblas, A Polleres, ...","Towards dataset dynamics: Change frequency of linked open data sources",2010,"","aran.library.nuigalway.ie","https://aran.library.nuigalway.ie/xmlui/handle/10379/1120","https://scholar.google.com/scholar?cites=13592826431375623559&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,118,13.11,24,5,9
3,"E Angelou, N Papailiou, I Konstantinou, ...","Automatic scaling of selective SPARQL joins using the TIRAMOLA system",2012,"Proceedings of the 4thÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=2237868","https://scholar.google.com/scholar?cites=17159133315550885760&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,3,0.43,1,4,7
47,"N Shadbolt, K O'Hara","Linked data in government",2013,"IEEE Internet Computing","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6547636/","https://scholar.google.com/scholar?cites=13077903560167672046&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,47,7.83,24,2,6
6,"Y Zhu, X Shi, X Li","A Method for Large-Scale Terrain Rendering Based-on GPU",2010,"2010 Second International Conference onÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/5474363/","https://scholar.google.com/scholar?cites=9537429777648833382&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,6,0.67,2,3,9
16,"J Umbrich, M Karnstedt, JX Parreira, ...","Linked Data and live querying for enabling support platforms for Web dataspaces",2012,"2012 IEEE 28thÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6313651/","https://scholar.google.com/scholar?cites=15181745480374611633&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,16,2.29,4,4,7
32,"O Conlan, I O'Keeffe, C Hampson, ...","Using knowledge space theory to support learner modeling and personalization",2006,"E-Learn: WorldÂ â€¦","learntechlib.org","https://www.learntechlib.org/p/23994/","https://scholar.google.com/scholar?cites=435649170107896500&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,32,2.46,8,4,13
21,"WR Kehr, FI Frosheiser, ...","Breeding for disease resistance",1972,"Alfalfa Science andÂ â€¦","dl.sciencesocieties.org","https://dl.sciencesocieties.org/publications/books/abstracts/agronomymonogra/alfalfasciencet/335","https://scholar.google.com/scholar?cites=7045652423119885757&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","CITATION","","","",,,,,21,0.45,7,3,47
107,"DC Steffens, DR McQuoid, ME Payne, ...","Change in hippocampal volume on magnetic resonance imaging and cognitive decline among older depressed and nondepressed subjects in the neurocognitiveÂ â€¦",2011,"The American Journal ofÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S1064748112601006","https://scholar.google.com/scholar?cites=8111859757009545283&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,107,13.38,27,4,8
152,"S Alavi, JA Ripmeester, DD Klug","Molecular-dynamics study of structure II hydrogen clathrates",2005,"The Journal of chemical physics","aip.scitation.org","https://aip.scitation.org/doi/abs/10.1063/1.1953577","https://scholar.google.com/scholar?cites=983559364195365917&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,152,10.86,51,3,14
11,"J Winkelmann, B MÃ¼ller-Myhsok","Genetics of restless legs syndrome: a burning urge to move",2008,"","AAN Enterprises","https://n.neurology.org/content/70/9/664.short","https://scholar.google.com/scholar?cites=5229559374003219245&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,11,1.00,6,2,11
36,"R Kadlec, O Bajgar, J Kleindienst","Knowledge base completion: Baselines strike back",2017,"arXiv preprint arXiv:1705.10744","arxiv.org","https://arxiv.org/abs/1705.10744","https://scholar.google.com/scholar?cites=920940699435027997&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,36,18.00,12,3,2
0,"V Fionda, G PirrÃ², MP Consens","Querying Knowledge Graphs with Extended Property Paths",,"semantic-web-journal.net","","http://www.semantic-web-journal.net/system/files/swj1899.pdf","",40,"2019-07-21 18:19:59","PDF","","","",,,,,0,0.00,0,3,
527,"J Bughin, M Chui, J Manyika","Clouds, big data, and smart assets: Ten tech-enabled business trends to watch",2010,"McKinsey quarterly","itglobal-services.de","http://www.itglobal-services.de/files/100810_McK_Clouds_big_data_and%20smart%20assets.pdf","https://scholar.google.com/scholar?cites=1012112084098059631&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","PDF","","","",,,,,527,58.56,176,3,9
352,"S Bechhofer, I Buchan, D De Roure, P Missier, ...","Why linked data is not enough for scientists",2013,"Future GenerationÂ â€¦","Elsevier","https://www.sciencedirect.com/science/article/pii/S0167739X11001439","https://scholar.google.com/scholar?cites=11174881363409099036&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,352,58.67,70,5,6
11,"T Friedmann, U Flenker, C Georgakopoulos, ...","Evolving concepts and techniques for anti-doping",2012,"Bioanalysis","Future Science","https://www.future-science.com/doi/abs/10.4155/bio.12.146","https://scholar.google.com/scholar?cites=9337382815983333786&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,11,1.57,3,4,7
6,"A Langer, M Gaedke","Fame. qa formal approach to master quality in enterprise linked data",2016,"â€¦Â of the 15th International Conference WWWÂ â€¦","researchgate.net","https://www.researchgate.net/profile/Andre_Langer/publication/309672842_FAMEQ_-A_formal_approach_to_master_Quality_in_Enterprise_Linked_Data/links/581c822f08ae12715af1d22c.pdf","https://scholar.google.com/scholar?cites=8482814220472836144&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","PDF","","","",,,,,6,2.00,3,2,3
50,"A Bouajjani, C DrÄƒgoi, C Enea, ...","A logic-based framework for reasoning about composite data structures",2009,"â€¦Â on Concurrency Theory","Springer","https://link.springer.com/chapter/10.1007/978-3-642-04081-8_13","https://scholar.google.com/scholar?cites=8110721805553562591&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,50,5.00,13,4,10
13,"M Atzori","Toward the web of functions: Interoperable higher-order functions in SPARQL",2014,"International Semantic Web Conference","Springer","https://link.springer.com/chapter/10.1007/978-3-319-11915-1_26","https://scholar.google.com/scholar?cites=7624525708954152685&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,13,2.60,13,1,5
7,"PN Mendes, P Kapanipathi, DH Cameron, ...","Dynamic associative relationships on the linked open data web",2010,"","corescholar.libraries.wright.edu","http://corescholar.libraries.wright.edu/cgi/viewcontent.cgi?article=2136&context=knoesis","https://scholar.google.com/scholar?cites=16460817931123614409&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","PDF","","","",,,,,7,0.78,2,4,9
30,"Y Roussakis, I Chrysakis, K Stefanidis, G Flouris, ...","A flexible framework for understanding the dynamics of evolving RDF datasets",2015,"International SemanticÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-319-25007-6_29","https://scholar.google.com/scholar?cites=10072485396345199831&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,30,7.50,6,5,4
79,"WH Shetaya, SD Young, MJ Watts, EL Ander, ...","Iodine dynamics in soils",2012,"â€¦Â et Cosmochimica Acta","Elsevier","https://www.sciencedirect.com/science/article/pii/S0016703711006326","https://scholar.google.com/scholar?cites=2232749991220253451&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","HTML","","","",,,,,79,11.29,16,5,7
1,"FF Fazial, LL Tan, SI Zubairi","Bienzymatic creatine biosensor based on reflectance measurement for real-time monitoring of fish freshness",2018,"Sensors and Actuators B: Chemical","Elsevier","https://www.sciencedirect.com/science/article/pii/S0925400518308451","https://scholar.google.com/scholar?cites=15019298242291950026&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,1,1.00,0,3,1
29,"H Kondylakis, D Plexousakis","Exelixis: evolving ontology-based data integration system",2011,"Proceedings of the 2011 ACM SIGMODÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=1989477","https://scholar.google.com/scholar?cites=9675214216607014034&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,29,3.63,15,2,8
0,"C SchÃ¼tz, B Neumayr, M Schrefl, E Gringinger, ...","The Case for Contextualized Knowledge Graphs in Air Traffic Management",2018,"","ceur-ws.org","http://ceur-ws.org/Vol-2317/article-10.pdf","",40,"2019-07-21 18:19:59","PDF","","","",,,,,0,0.00,0,5,1
48,"C Bizer, T Heath, T Berners-Lee","Linked Data",2011,"Evolving the Web into a GlobalÂ â€¦","igi-global.com","https://www.igi-global.com/viewtitle.aspx?titleid=55046&isxn=9781609605933","https://scholar.google.com/scholar?cites=14384757601201444692&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,48,6.00,16,3,8
55,"S Abiteboul, I Manolescu, N Preda","Constructing and querying peer-to-peer warehouses of XML resources",2004,"International Workshop on SemanticÂ â€¦","Springer","https://link.springer.com/chapter/10.1007/978-3-540-31839-2_16","https://scholar.google.com/scholar?cites=13079803937048898968&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,55,3.67,18,3,15
0,"A Ghazimatin, R Saha Roy, G Weikum","FAIRY: A Framework for Understanding Relationships Between Users' Actions and their Social Feeds",2019,"Proceedings of the Twelfth ACMÂ â€¦","dl.acm.org","https://dl.acm.org/citation.cfm?id=3290990","",40,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,3,1
1,"M Janevska, M Jovanovik, D Trajanov","HTML5 based Facet Browser for SPARQL Endpoints",,"Proceedings of the 11thÂ â€¦","academia.edu","http://www.academia.edu/download/39279972/html5fctbrowser-ciit2014.pdf","https://scholar.google.com/scholar?cites=6726134647730726634&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","PDF","","","",,,,,1,0.00,0,3,
0,"JG Li, SD Gao, H Zhao, J Ding","Milling Process Simulation Based on Quadtree-Array Representation",2012,"Advanced Materials Research","Trans Tech Publ","https://www.scientific.net/AMR.426.247","",40,"2019-07-21 18:19:59","","","","",,,,,0,0.00,0,4,7
1,"S Liu, F Zhang, Z Zhai","Modeling and discovering data services over sparql services",2014,"2014 IEEE World Congress onÂ â€¦","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/6903261/","https://scholar.google.com/scholar?cites=10445411212247807402&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,1,0.20,0,3,5
51,"F Heylighen","Bootstrapping knowledge representations: from entailment meshes via semantic nets to learning webs",2001,"Kybernetes","emeraldinsight.com","https://www.emeraldinsight.com/doi/pdf/10.1108/EUM0000000005695","https://scholar.google.com/scholar?cites=12475682926359402797&as_sdt=2005&sciodt=0,5&hl=en",40,"2019-07-21 18:19:59","","","","",,,,,51,2.83,51,1,18
3,"B Jinadasa, CK Galhena, ...","Histamine formation and the freshness of yellowfin tuna (Thunnus albacares) stored at different temperatures",2015,"Cogent Food &Â â€¦","Taylor & Francis","https://www.tandfonline.com/doi/abs/10.1080/23311932.2015.1028735","https://scholar.google.com/scholar?cites=6867837426665441008&as_sdt=2005&sciodt=0,5&hl=en",41,"2019-07-21 18:19:59","","","","",,,,,3,0.75,1,3,4
